6113	Ivory Coast	C\u00f4te_d\u0027Ivoire	http://en.wikipedia.org/wiki/Côte_d'Ivoire	APW_ENG_20101101.0002
6327	Ivory Coast	C\u00f4te_d\u0027Ivoire	http://en.wikipedia.org/wiki/Côte_d'Ivoire	APW_ENG_20101101.0002
6512	West African	French_West_Africa	http://en.wikipedia.org/wiki/French_West_Africa	APW_ENG_20101101.0002
6847	Abidjan	Abidjan	http://en.wikipedia.org/wiki/Abidjan	APW_ENG_20101101.0002
6960	Francophone	Francophone	http://en.wikipedia.org/wiki/Francophone	APW_ENG_20101101.0002
7588	Guillaume Soro	Guillaume_Soro	http://en.wikipedia.org/wiki/Guillaume_Soro	APW_ENG_20101101.0002
7817	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101101.0002
7914	Abidjan	Abidjan	http://en.wikipedia.org/wiki/Abidjan	APW_ENG_20101101.0002
8057	Laurent Gbagbo	Laurent_Gbagbo	http://en.wikipedia.org/wiki/Laurent_Gbagbo	APW_ENG_20101101.0002
8205	Robert Guei	Robert_Gu\u00e9\u00ef	http://en.wikipedia.org/wiki/Robert_Guéï	APW_ENG_20101101.0002
8265	Gbagbo	Laurent_Gbagbo	http://en.wikipedia.org/wiki/Laurent_Gbagbo	APW_ENG_20101101.0002
8571	Alassane Ouattara	Alassane_Ouattara	http://en.wikipedia.org/wiki/Alassane_Ouattara	APW_ENG_20101101.0002
8665	Henri Konan Bedie	Henri_Konan_B\u00e9di\u00e9	http://en.wikipedia.org/wiki/Henri_Konan_Bédié	APW_ENG_20101101.0002
8799	Ivory Coast	C\u00f4te_d\u0027Ivoire	http://en.wikipedia.org/wiki/Côte_d'Ivoire	APW_ENG_20101101.0002
8999	Abidjan	Abidjan	http://en.wikipedia.org/wiki/Abidjan	APW_ENG_20101101.0002
9143	Mamadou	--OOKBE--	--OOKBE--	APW_ENG_20101101.0002
9703	Abidjan	Abidjan	http://en.wikipedia.org/wiki/Abidjan	APW_ENG_20101101.0002
9861	Burkina Faso	Burkina_Faso	http://en.wikipedia.org/wiki/Burkina_Faso	APW_ENG_20101101.0002
9907	Soro	--OOKBE--	--OOKBE--	APW_ENG_20101101.0002
10508	Guiglo	Guiglo	http://en.wikipedia.org/wiki/Guiglo	APW_ENG_20101101.0002
10896	Burkina Faso	Burkina_Faso	http://en.wikipedia.org/wiki/Burkina_Faso	APW_ENG_20101101.0002
10913	Mali	Mali	http://en.wikipedia.org/wiki/Mali	APW_ENG_20101101.0002
11011	Mamadou	--OOKBE--	--OOKBE--	APW_ENG_20101101.0002
11131	Gbagbo	Laurent_Gbagbo	http://en.wikipedia.org/wiki/Laurent_Gbagbo	APW_ENG_20101101.0002
11272	Ouattara	Alassane_Ouattara	http://en.wikipedia.org/wiki/Alassane_Ouattara	APW_ENG_20101101.0002
11311	Ivory Coast	C\u00f4te_d\u0027Ivoire	http://en.wikipedia.org/wiki/Côte_d'Ivoire	APW_ENG_20101101.0002
11324	Ouattara	Alassane_Ouattara	http://en.wikipedia.org/wiki/Alassane_Ouattara	APW_ENG_20101101.0002
11586	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101101.0002
11632	Gbagbo	Laurent_Gbagbo	http://en.wikipedia.org/wiki/Laurent_Gbagbo	APW_ENG_20101101.0002
11931	Bouake	Bouak\u00e9	http://en.wikipedia.org/wiki/Bouaké	APW_ENG_20101101.0002
12314	Associated Press	Associated_Press	http://en.wikipedia.org/wiki/Associated_Press	APW_ENG_20101101.0002
12359	Abidjan	Abidjan	http://en.wikipedia.org/wiki/Abidjan	APW_ENG_20101101.0002
12381	Guiglo	Guiglo	http://en.wikipedia.org/wiki/Guiglo	APW_ENG_20101101.0002
12427	Bouake	Bouak\u00e9	http://en.wikipedia.org/wiki/Bouaké	APW_ENG_20101101.0002
12578	Vatican	Vatican_City	http://en.wikipedia.org/wiki/Vatican_City	APW_ENG_20101101.0003
12661	Italian	Italy	http://en.wikipedia.org/wiki/Italy	APW_ENG_20101101.0003
12729	Vatican	Holy_See	http://en.wikipedia.org/wiki/Holy_See	APW_ENG_20101101.0003
12988	St. Peter	Saint_Peter\u0027s_Square	http://en.wikipedia.org/wiki/Saint_Peter's_Square	APW_ENG_20101101.0003
13198	Vatican	Vatican_City	http://en.wikipedia.org/wiki/Vatican_City	APW_ENG_20101101.0003
13520	Italians	Italian_people	http://en.wikipedia.org/wiki/Italian_people	APW_ENG_20101101.0003
13546	Catholic	Catholicism	http://en.wikipedia.org/wiki/Catholicism	APW_ENG_20101101.0003
13581	Verona	Verona	http://en.wikipedia.org/wiki/Verona	APW_ENG_20101101.0003
13701	Vatican	Vatican_City	http://en.wikipedia.org/wiki/Vatican_City	APW_ENG_20101101.0003
13859	St. Peter	Saint_Peter\u0027s_Square	http://en.wikipedia.org/wiki/Saint_Peter's_Square	APW_ENG_20101101.0003
13951	Vatican	Vatican_City	http://en.wikipedia.org/wiki/Vatican_City	APW_ENG_20101101.0003
13979	Federico Lombardi	Federico_Lombardi	http://en.wikipedia.org/wiki/Federico_Lombardi	APW_ENG_20101101.0003
14174	Italian	Italian_language	http://en.wikipedia.org/wiki/Italian_language	APW_ENG_20101101.0003
14192	Lombardi	Federico_Lombardi	http://en.wikipedia.org/wiki/Federico_Lombardi	APW_ENG_20101101.0003
14299	Bergeron	--OOKBE--	--OOKBE--	APW_ENG_20101101.0003
14317	Lombardi	Federico_Lombardi	http://en.wikipedia.org/wiki/Federico_Lombardi	APW_ENG_20101101.0003
14494	Bergeron	--OOKBE--	--OOKBE--	APW_ENG_20101101.0003
14553	Lombardi	Federico_Lombardi	http://en.wikipedia.org/wiki/Federico_Lombardi	APW_ENG_20101101.0003
14612	Lombardi	Federico_Lombardi	http://en.wikipedia.org/wiki/Federico_Lombardi	APW_ENG_20101101.0003
14669	Vatican	Vatican_City	http://en.wikipedia.org/wiki/Vatican_City	APW_ENG_20101101.0003
14688	Lombardi	Federico_Lombardi	http://en.wikipedia.org/wiki/Federico_Lombardi	APW_ENG_20101101.0003
14861	Bergeron	--OOKBE--	--OOKBE--	APW_ENG_20101101.0003
14917	Boston	Boston	http://en.wikipedia.org/wiki/Boston	APW_ENG_20101101.0003
15045	United States	United_States	http://en.wikipedia.org/wiki/United_States	APW_ENG_20101101.0003
15116	Boston	Boston	http://en.wikipedia.org/wiki/Boston	APW_ENG_20101101.0003
15141	McDaid	--OOKBE--	--OOKBE--	APW_ENG_20101101.0003
15182	Pope Benedict XVI	Pope_Benedict_XVI	http://en.wikipedia.org/wiki/Pope_Benedict_XVI	APW_ENG_20101101.0003
15229	United States	United_States	http://en.wikipedia.org/wiki/United_States	APW_ENG_20101101.0003
15261	Bergeron	--OOKBE--	--OOKBE--	APW_ENG_20101101.0003
15274	McDaid	--OOKBE--	--OOKBE--	APW_ENG_20101101.0003
15413	Europe	Europe	http://en.wikipedia.org/wiki/Europe	APW_ENG_20101101.0003
